"","X.1","X","crime","number","date","location","beat","neighborhood","npu","lat","long"
"9473",78377,78376,"LARCENY-NON VEHICLE",143501080,"12/16/2014","1073 PIEDMONT AVE NE",502,"Midtown","E",33.78381,-84.37904
"9474",42369,42368,"LARCENY-FROM VEHICLE",143061275,"11/02/2014","560 EDGEWOOD AVE NE",604,"Old Fourth Ward","M",33.7547,-84.36905
"9475",139523,139522,"LARCENY-NON VEHICLE",131150978,"04/25/2013","1453 MONTEEL DR NW",113,"Monroe Heights","G",33.79521,-84.48242
"9476",251327,251326,"LARCENY-NON VEHICLE",112701801,"09/27/2011","659 PEACHTREE ST NE",505,"Midtown","E",33.77258,-84.38449
"9477",23288,23287,"AGG ASSAULT",100292388,"01/29/2010","1348 WESTMONT RD SW",403,"Venetian Hills","S",33.71857,-84.43741
"9478",48336,48335,"LARCENY-FROM VEHICLE",120171446,"01/17/2012","300 JOSEPH E LOWERY BLVD SW",101,"Atlanta University Center","T",33.74661,-84.41744
"9479",244890,244889,"BURGLARY-RESIDENCE",92391002,"08/27/2009","1137 WHITE OAK AVE SW",402,"Oakland City","S",33.72659,-84.42494
"9480",62702,62701,"AGG ASSAULT",93311382,"11/27/2009","3140 HICKMAN DR NW",111,"","I",33.75444,-84.48918
"9481",202151,202150,"AGG ASSAULT",101821260,"07/01/2010","205 12TH ST. NE.",503,"Midtown","E",33.78303,-84.38095
"9482",30441,30440,"LARCENY-FROM VEHICLE",103160214,"11/12/2010","935 MARIETTA ST NW",504,"Marietta Street Artery","E",33.7778,-84.40865
"9483",245116,245115,"AUTO THEFT",92370391,"08/25/2009","1195 MILTON TER SE;",305,"Chosewood Park","Y",33.72248,-84.38033
"9484",245993,245992,"AGG ASSAULT",92291174,"08/17/2009","1033 HOLLYWOOD RD NW",110,"Almond Park","G",33.78308,-84.45882
"9485",191913,191912,"LARCENY-FROM VEHICLE",151610734,"06/10/2015","1002 ALLENE AVE SW",301,"Adair Park","V",33.72751,-84.41336
"9486",144016,144015,"LARCENY-NON VEHICLE",140922585,"04/02/2014","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"9487",256808,256807,"AGG ASSAULT",132731927,"09/30/2013","1870 CAMPBELLTON RD SW ",408,"","R",33.70865,-84.4486
"9488",183446,183445,"LARCENY-FROM VEHICLE",121621980,"06/10/2012","927 REBEL FOREST DR SE",308,"Rebel Valley Forest","Z",33.68776,-84.35924
"9489",103871,103870,"LARCENY-NON VEHICLE",150332169,"02/02/2015","850 OAK ST SW @WEST END MALL",401,"West End","T",33.74057,-84.4168
"9490",179879,179878,"LARCENY-NON VEHICLE",111660661,"06/15/2011","85 MOUNT ZION RD SE",312,"Glenrose Heights","Z",33.67269,-84.38678
"9491",175230,175229,"BURGLARY-NONRES",101802257,"06/29/2010","117 STAFFORD ST SW",104,"Mozley Park","K",33.75193,-84.42729
"9492",244391,244390,"BURGLARY-RESIDENCE",92430082,"08/31/2009","1006 HIGHTOWER RD NW",113,"Carey Park","G",33.78255,-84.47366
"9493",128143,128142,"LARCENY-FROM VEHICLE",90830828,"03/24/2009","237 PETERS ST SW",507,"Castleberry Hill","M",33.74825,-84.40124
"9494",241903,241902,"LARCENY-NON VEHICLE",162421988,"08/29/2016","1801 HOWELL MILL RD NW      ",204,"Berkeley Park","D",33.80388,-84.41278
"9495",253102,253101,"LARCENY-NON VEHICLE",112522310,"09/09/2011","3393 PEACHTREE RD NE",210,"Lenox","B",33.84676,-84.36212
"9496",9649,9648,"AUTO THEFT",133002011,"10/27/2013","1044 LENA ST NW",105,"Washington Park","K",33.75641,-84.42313
"9497",49094,49093,"LARCENY-NON VEHICLE",120091954,"01/09/2012","1871 PLAZA LN SW",410,"Campbellton Road","R",33.70518,-84.45336
"9498",111399,111398,"LARCENY-FROM VEHICLE",100800263,"03/21/2010","3445 STRATFORD RD NE",208,"North Buckhead","B",33.85111,-84.36745
"9499",202161,202160,"LARCENY-NON VEHICLE",101821447,"07/01/2010","4496 BAKERS FERRY RD SW",407,"Boulder Park","H",33.75099,-84.53543
"9500",152687,152686,"LARCENY-FROM VEHICLE",101421477,"05/22/2010","275 BAKER ST NW",508,"Downtown","M",33.76206,-84.39568
"9501",95287,95286,"AUTO THEFT",110401915,"02/09/2011","1981 JOSEPH E BOONE BLVD NW",107,"Grove Park","J",33.76486,-84.45174
"9502",142579,142578,"LARCENY-NON VEHICLE",141091213,"04/19/2014","2645 LOIS LN SE",310,"Browns Mill Park","Z",33.68266,-84.38784
"9503",169338,169337,"LARCENY-FROM VEHICLE",161510925,"05/30/2016","840 MARIETTA ST NW",504,"Marietta Street Artery","E",33.77522,-84.40691
"9504",161038,161037,"AUTO THEFT",131510502,"05/31/2013","3379 COLLIER CT NW",114,"Fairburn Heights","H",33.76735,-84.49823
"9505",245395,245394,"LARCENY-NON VEHICLE",92351423,"08/23/2009","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"9506",102059,102058,"LARCENY-FROM VEHICLE",140321480,"02/01/2014","3850 JONESBORO RD SE @EXPOSITION CENTER",313,"South River Gardens","Z",33.65088,-84.36362
"9507",145334,145333,"AGG ASSAULT",151042145,"04/14/2015","2500 MOROSGO PL NE",211,"Lindbergh/Morosgo","B",33.82233,-84.36628
"9508",103917,103916,"BURGLARY-RESIDENCE",150322456,"02/01/2015","1572 HARDEE ST NE",609,"Edgewood","O",33.75546,-84.33644
"9509",243613,243612,"LARCENY-FROM VEHICLE",162222677,"08/09/2016","2591 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.82494,-84.36684
"9510",167158,167157,"LARCENY-FROM VEHICLE",151441717,"05/24/2015","51 LAFAYETTE DR NE",502,"Ansley Park","E",33.78935,-84.38021
"9511",212152,212151,"ROBBERY-PEDESTRIAN",142080498,"07/27/2014","100 6TH ST NE",505,"Midtown","E",33.77756,-84.38417
"9512",174204,174203,"LARCENY-FROM VEHICLE",91292010,"05/09/2009","PIEDMONT PARK NE / PARK DR NE",502,"","E",33.78636,-84.37181
"9513",259485,259484,"AUTO THEFT",132440452,"09/01/2013","1032 LITTLE HAMPTON CT",313,"South River Gardens","Z",33.6591,-84.3525
"9514",91686,91685,"AGG ASSAULT",90021616,"01/02/2009","1860 HONEYSUCKLE LN SW",410,"Campbellton Road","R",33.70676,-84.45353
"9515",265660,265659,"LARCENY-FROM VEHICLE",162650871,"09/21/2016","784 BARNETT ST NE",601,"Virginia Highland","F",33.77623,-84.35894
"9516",167998,167997,"LARCENY-FROM VEHICLE",151341551,"05/14/2015","807 MAGNOLIA WAY NW",102,"Vine City","L",33.75823,-84.41408
"9517",266041,266040,"AGG ASSAULT",162610564,"09/17/2016","134 JOSEPH E LOWERY BLVD SW",101,"Atlanta University Center","T",33.75109,-84.41731
"9518",130281,130280,"AGG ASSAULT",90611067,"03/02/2009","1176 RALPH D ABERNATHY BLVD SW",402,"West End","T",33.73835,-84.4264
"9519",133499,133498,"LARCENY-FROM VEHICLE",111190904,"04/29/2011","164 SPRING ST SW",512,"Downtown","M",33.75072,-84.39683
"9520",128016,128015,"LARCENY-FROM VEHICLE",90841852,"03/25/2009","HILLIARD ST NE / AUBURN AVE NE",604,"Sweet Auburn","M",33.75551,-84.3766
"9521",111096,111095,"AUTO THEFT",100832092,"03/24/2010","105 MCDONOUGH BLVD SE",305,"South Atlanta","Y",33.71876,-84.38471
"9522",100676,100675,"LARCENY-FROM VEHICLE",140511575,"02/20/2014","537 PARK AVE SE @GRANT PARK",605,"Grant Park","W",33.74031,-84.37167
"9523",237004,237003,"LARCENY-NON VEHICLE",142342285,"08/22/2014","476 GLEN IRIS DR NE @SAINT LUKE BAPTIST",603,"Old Fourth Ward","M",33.76745,-84.36802
"9524",153837,153836,"LARCENY-FROM VEHICLE",101310507,"05/11/2010","423 WESTLAKE AVE NW",107,"Grove Park","J",33.76703,-84.44071
"9525",190442,190441,"LARCENY-FROM VEHICLE",151772102,"06/26/2015","3381 GREENBRIAR PKWY SW",413,"","P",33.68403,-84.50216
"9526",32926,32925,"ROBBERY-PEDESTRIAN",113211549,"11/17/2011","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"9527",86303,86302,"LARCENY-NON VEHICLE",93511255,"12/17/2009","201 MOURY AVE SW",305,"The Villages at Carver","Y",33.71691,-84.39276
"9528",33417,33416,"BURGLARY-RESIDENCE",113170949,"11/13/2011","967 WHITE ST SW",401,"West End","T",33.73244,-84.41956
"9529",58792,58791,"LARCENY-FROM VEHICLE",160170798,"01/17/2016","421 HILLSIDE VILLAGE DR SE",611,"The Villages at East Lake","O",33.74099,-84.31555
"9530",51518,51517,"LARCENY-NON VEHICLE",130141239,"01/14/2013","2909 CAMPBELLTON RD SW",409,"Southwest","R",33.69869,-84.48265
"9531",65513,65512,"LARCENY-NON VEHICLE",93041013,"11/01/2009","1275 CAROLINE ST NE",609,"Edgewood","O",33.75674,-84.34619
"9532",72546,72545,"BURGLARY-RESIDENCE",123552544,"12/20/2012","3120 ARBOR GATES DR NE",210,"Pine Hills","B",33.82674,-84.35888
"9533",100390,100389,"LARCENY-FROM VEHICLE",140550651,"02/24/2014","1106 AMSTERDAM AVE NE",213,"Morningside/Lenox Park","F",33.78775,-84.35089
"9534",210678,210677,"LARCENY-FROM VEHICLE",131941775,"07/13/2013","2505 FORREST PARK RD SE",308,"Leila Valley","Z",33.68608,-84.36054
"9535",124245,124244,"LARCENY-NON VEHICLE",150731858,"03/14/2015","3730 CARMIA DR SW",414,"Princeton Lakes","P",33.65573,-84.5109
"9536",181372,181371,"AGG ASSAULT",121821804,"06/30/2012","1241 EPWORTH ST SW",403,"Venetian Hills","S",33.72113,-84.43111
"9537",144098,144097,"BURGLARY-RESIDENCE",140913278,"04/01/2014","1425 BOULEVARD SE",305,"Chosewood Park","Y",33.71535,-84.36886
"9538",218464,218463,"AUTO THEFT",162012701,"07/19/2016","1545 NORTHSIDE DR NW",207,"Loring Heights","E",33.79757,-84.40773
"9539",61571,61570,"ROBBERY-PEDESTRIAN",170101959,"01/10/2017","79 GAMMON AVE SE",305,"South Atlanta","Y",33.71828,-84.38545
"9540",159331,159330,"AUTO THEFT",121402194,"05/19/2012","1575 MARTIN L KING JR DR NW @MOZLEY PARK",104,"Mozley Park","K",33.7529,-84.43904
"9541",100327,100326,"BURGLARY-RESIDENCE",140561950,"02/25/2014","1428 NEWTON AVE SE",612,"East Atlanta","W",33.73828,-84.34077
"9542",189886,189885,"BURGLARY-RESIDENCE",141531462,"06/02/2014","1620 HOLLYWOOD RD NW",113,"Scotts Crossing","G",33.79988,-84.47023
"9543",207578,207577,"LARCENY-NON VEHICLE",121951810,"07/13/2012","1800 NISKEY COVE RD SW",412,"Niskey Cove","P",33.70812,-84.53025
"9544",5145,5144,"LARCENY-NON VEHICLE",112861942,"10/13/2011","115 PEACHTREE ST SW",512,"Downtown","M",33.75165,-84.39279
"9545",245758,245757,"AGG ASSAULT",92311401,"08/19/2009","ROSSER ST  SW/WESTVIEW DR SW",104,"West End","T",33.74714,-84.42436
"9546",241078,241077,"BURGLARY-RESIDENCE",152193166,"08/07/2015","907 MAYSON TURNER RD NW",102,"Vine City","L",33.7573,-84.41709
"9547",149015,149014,"AUTO THEFT",91170300,"04/27/2009","485 FLAT SHOALS AVE SE",612,"East Atlanta","W",33.74073,-84.34646
"9548",155362,155361,"BURGLARY-RESIDENCE",111461854,"05/26/2011","925 CONLEY RD SE",313,"South River Gardens","Z",33.64864,-84.35892
"9549",169947,169946,"AUTO THEFT",161430731,"05/22/2016","1467 EASON ST NW",105,"Hunter Hills","K",33.75757,-84.43603
"9550",148018,148017,"LARCENY-NON VEHICLE",160982054,"04/07/2016","210 PEACHTREE ST SW",512,"Downtown","M",33.74886,-84.39453
"9551",28917,28916,"LARCENY-NON VEHICLE",103311256,"11/27/2010","1380 ATLANTIC DR NW",501,"Atlantic Station","E",33.79293,-84.3975
"9552",269711,269710,"LARCENY-FROM VEHICLE",92521963,"09/09/2009","17TH ST NW / STATE ST NW",501,"Atlantic Station","E",33.79119,-84.3987
"9553",132343,132342,"LARCENY-FROM VEHICLE",101010901,"04/11/2010","2975 HEADLAND DR SW",411,"Greenbriar","R",33.69168,-84.4872
"9554",66080,66079,"LARCENY-NON VEHICLE",103610615,"12/27/2010","1850 MACARTHUR BLVD NW",203,"Bolton","D",33.81357,-84.44841
"9555",174011,174010,"ROBBERY-PEDESTRIAN",91300114,"05/10/2009","1170 PEACHTREE ST",503,"Midtown","E",33.78666,-84.38433
"9556",89856,89855,"LARCENY-NON VEHICLE",90170257,"01/17/2009","620 PEACHTREE ST NE",505,"Midtown","E",33.77152,-84.38508
"9557",11057,11056,"LARCENY-NON VEHICLE",132832285,"10/10/2013","835 MARTIN L KING JR DR NW",102,"Vine City","L",33.75504,-84.41457
"9558",159435,159434,"LARCENY-FROM VEHICLE",121391887,"05/18/2012","35 JESSE HILL JR DR SE",510,"Downtown","M",33.75357,-84.3818
"9559",44224,44223,"LARCENY-NON VEHICLE",153121203,"11/08/2015","102 OLLIE ST NW @WASHINGTON PARK",105,"Washington Park","K",33.75735,-84.4214
"9560",32045,32044,"LARCENY-FROM VEHICLE",113310591,"11/27/2011","2050 LIDDELL DR NE",212,"Morningside/Lenox Park","F",33.81056,-84.36161
"9561",55015,55014,"AUTO THEFT",140020976,"01/02/2014","80 WALNUT ST SW",101,"Atlanta University Center","T",33.75256,-84.40644
"9562",10679,10678,"ROBBERY-PEDESTRIAN",132870320,"10/14/2013","2909 CAMPBELLTON RD SW @CASCADE PINES APTS",409,"Southwest","R",33.70165,-84.48348
"9563",241584,241583,"AGG ASSAULT",152130439,"08/01/2015","1212 JAMES JACKSON PKWY NW",113,"Monroe Heights","G",33.79333,-84.47416
"9564",77039,77038,"LARCENY-NON VEHICLE",143641226,"12/30/2014","2690 METROPOLITAN PKWY SW",309,"Perkerson","X",33.68169,-84.40737
"9565",8132,8131,"LARCENY-FROM VEHICLE",122860387,"10/12/2012","3 13TH ST NW",503,"Midtown","E",33.78565,-84.38898
"9566",54951,54950,"LARCENY-FROM VEHICLE",140031626,"01/03/2014","655 HIGHLAND AVE NE",604,"Old Fourth Ward","M",33.76094,-84.36599
"9567",238447,238446,"LARCENY-FROM VEHICLE",142170552,"08/05/2014","325 NELMS AVE NE",608,"Lake Claire","N",33.76319,-84.33197
"9568",235871,235870,"AUTO THEFT",132150514,"08/03/2013","864 SPRING ST ",503,"Midtown","E",33.7795,-84.38881
"9569",227816,227815,"LARCENY-FROM VEHICLE",112351276,"08/23/2011","1495 CHATTAHOOCHEE AVE NW",204,"Underwood Hills","D",33.80887,-84.43622
"9570",73028,73027,"AUTO THEFT",123501040,"12/15/2012","2637 OLD HAPEVILLE RD SW",310,"Browns Mill Park","Z",33.68294,-84.39417
"9571",3127,3126,"LARCENY-FROM VEHICLE",102752430,"10/02/2010","123 MARIETTA ST NW",508,"Downtown","M",33.75727,-84.3928
"9572",113637,113636,"LARCENY-FROM VEHICLE",110861292,"03/27/2011","2289 BLVD GRENADA SW",409,"Adams Park","R",33.72003,-84.4634
"9573",55785,55784,"LARCENY-NON VEHICLE",150242092,"01/24/2015","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"9574",116276,116275,"LARCENY-FROM VEHICLE",120862475,"03/26/2012","204 WALKER ST SW",507,"Castleberry Hill","M",33.74895,-84.40173
"9575",6838,6837,"LARCENY-NON VEHICLE",122992605,"10/26/2012","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"9576",254640,254639,"HOMICIDE",122670690057,"09/23/2012","593 MOROW LN SW",407,"Mays","H",33.74254,-84.50279
"9577",23286,23285,"LARCENY-FROM VEHICLE",100280715,"01/29/2010","1258 DEKALB AVE NE",608,"Candler Park","N",33.76105,-84.34615
"9578",237009,237008,"LARCENY-NON VEHICLE",142342521,"08/22/2014","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"9579",109502,109501,"AUTO THEFT",90410653,"02/10/2009","960 E PACES FERRY RD NE",210,"Buckhead Heights","B",33.84691,-84.35618
"9580",41329,41328,"LARCENY-FROM VEHICLE",143162469,"11/12/2014","754 JUNIPER ST NE",505,"Midtown","E",33.77539,-84.38313
"9581",170630,170629,"LARCENY-FROM VEHICLE",161361825,"05/15/2016","950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE",503,"Midtown","E",33.78014,-84.38747
"9582",250107,250106,"AUTO THEFT",102510348,"09/08/2010","1894 PENELOPE RD NW",108,"Penelope Neighbors","J",33.75363,-84.4497
"9583",54193,54192,"BURGLARY-RESIDENCE",140132442,"01/13/2014","2580 METROPOLITAN PKWY SW",309,"Perkerson","X",33.68443,-84.40784
"9584",152243,152242,"LARCENY-NON VEHICLE",101461391,"05/26/2010","2525 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.824,-84.36521
"9585",134212,134211,"LARCENY-NON VEHICLE",111120809,"04/22/2011","1859 DETROIT AVE NW",107,"Grove Park","J",33.76725,-84.44785
"9586",147354,147353,"ROBBERY-RESIDENCE",161072743,"04/16/2016","2003 REYNOLDS DR SW",307,"Lakewood Heights","Y",33.69971,-84.40053
"9587",206085,206084,"LARCENY-FROM VEHICLE",122092381,"07/27/2012","3221 PEACHTREE RD NE",206,"Buckhead Village","B",33.84218,-84.37344
"9588",146212,146211,"BURGLARY-RESIDENCE",150922743,"04/02/2015","1155 LAVISTA RD NE",212,"Lindridge/Martin Manor","F",33.81806,-84.35082
"9589",16033,16032,"BURGLARY-NONRES",152871173,"10/14/2015","2591 PIEDMONT ROAD",211,"Lindbergh/Morosgo","B",33.82494,-84.36684
"9590",148585,148584,"LARCENY-NON VEHICLE",160921511,"04/01/2016","55 HILLIARD ST SE",604,"Sweet Auburn","M",33.75319,-84.37675
"9591",167371,167370,"LARCENY-FROM VEHICLE",151412268,"05/21/2015","2819 GRAND AVE SW",311,"Hammond Park","X",33.6781,-84.40096
"9592",182173,182172,"LARCENY-NON VEHICLE",121741748,"06/22/2012","1805 DETROIT AVE NW",107,"Grove Park","J",33.76733,-84.44608
"9593",80273,80272,"LARCENY-FROM VEHICLE",153612427,"12/27/2015","76 4TH ST NW",505,"Midtown","E",33.77487,-84.38975
"9594",89766,89765,"AUTO THEFT",90180584,"01/18/2009","1620 HOLLYWOOD RD NW",113,"Scotts Crossing","G",33.79988,-84.47023
"9595",223413,223412,"AUTO THEFT",91830627,"07/02/2009","1017 ATLANTIC DR NW",501,"Home Park","E",33.78212,-84.3976
"9596",102661,102660,"AUTO THEFT",150513230,"02/20/2015","405 FAIRBURN RD SW",407,"Wildwood (NPU-H)","H",33.74367,-84.50959
"9597",56607,56606,"LARCENY-NON VEHICLE",150141877,"01/14/2015","1155 JOSEPH E BOONE BLVD NW",106,"Bankhead","K",33.76443,-84.42514
"9598",181220,181219,"AUTO THEFT",111520021,"06/01/2011","391 17TH ST NW",501,"Atlantic Station","E",33.79109,-84.40088
"9599",78667,78666,"AUTO THEFT",143470981,"12/13/2014","653 N HIGHLAND AVE NE",602,"Poncey-Highland","N",33.7723,-84.35224
"9600",98563,98562,"LARCENY-FROM VEHICLE",130522596,"02/21/2013","274 SAMPSON ST NE",604,"Old Fourth Ward","M",33.76105,-84.36564
"9601",32394,32393,"LARCENY-NON VEHICLE",113270977,"11/23/2011","1001 PONCE DE LEON AVE NE",602,"East Lake","O",33.74002,-84.31213
"9602",61046,61045,"LARCENY-NON VEHICLE",170181913,"01/18/2017","3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP",208,"North Buckhead","B",33.84911,-84.37075
"9603",203696,203695,"BURGLARY-RESIDENCE",111991981,"07/18/2011","2125 HOLLYWOOD DR NW",110,"Almond Park","G",33.78328,-84.45753
"9604",163856,163855,"AUTO THEFT",131221847,"05/02/2013","3914 OLD GORDON RD NW",114,"Old Gordon","H",33.77274,-84.51485
"9605",218236,218235,"AUTO THEFT",162041512,"07/22/2016","181 CHICAMAUGA AVE SW",104,"Mozley Park","K",33.75029,-84.43245
"9606",35882,35881,"BURGLARY-NONRES",123211125,"11/16/2012","1371 KIMBERLY RD SW",412,"Ashley Courts","P",33.71909,-84.52146
"9607",5929,5928,"BURGLARY-RESIDENCE",112781264,"10/05/2011","520 CONNALLY ST SE;",605,"Grant Park","W",33.74027,-84.38142
"9608",159530,159529,"LARCENY-FROM VEHICLE",121372725,"05/17/2012","1115 BRIARCLIFF PL NE",601,"Atkins Park","F",33.77691,-84.35081
"9609",78743,78742,"AUTO THEFT",143461577,"12/12/2014","3730 CARMIA DR SW",414,"Princeton Lakes","P",33.65573,-84.5109
"9610",16162,16161,"BURGLARY-RESIDENCE",152863220,"10/13/2015","3766 MELVIN DR SW",412,"Kings Forest","P",33.70795,-84.51217
"9611",157230,157229,"AUTO THEFT",111280468,"05/08/2011","3108 PIEDMONT RD NE;",206,"Buckhead Village","B",33.84088,-84.37057
"9612",6180,6179,"AUTO THEFT",112761966,"10/03/2011","605 BOULEVARD NE",603,"Old Fourth Ward","M",33.77097,-84.3714
"9613",185450,185449,"LARCENY-FROM VEHICLE",131701399,"06/19/2013","1561 MC LENDON AVE NE",608,"Candler Park","N",33.76482,-84.33715
"9614",128509,128508,"LARCENY-NON VEHICLE",90791120,"03/20/2009","882 PENN AVE NE",505,"Midtown","E",33.77879,-84.37871
"9615",212060,212059,"LARCENY-FROM VEHICLE",142090837,"07/28/2014","1902 HOSEA L WILLIAMS DR NE",610,"Kirkwood","O",33.7532,-84.32527
"9616",96027,96026,"LARCENY-NON VEHICLE",120580257,"02/27/2012","3819 JONESBORO RD SE",313,"South River Gardens","Z",33.65025,-84.36718
"9617",158653,158652,"LARCENY-NON VEHICLE",121462407,"05/25/2012","2771 GLENLOCKE CIR NW",113,"Monroe Heights","G",33.79761,-84.48112
"9618",211587,211586,"AGG ASSAULT",131830282,"07/02/2013","1864 GREYSTONE RD NW",205,"Collier Hills","C",33.80646,-84.40716
"9619",245213,245212,"LARCENY-FROM VEHICLE",92360262,"08/24/2009","1700 NORTHSIDE DR NW",207,"Berkeley Park","D",33.80121,-84.40791
"9620",153410,153409,"LARCENY-NON VEHICLE",101351401,"05/15/2010","231 18TH STREET",501,"Atlantic Station","E",33.79282,-84.39779
"9621",219903,219902,"LARCENY-NON VEHICLE",161841613,"07/02/2016","165 MILLS ST NW",504,"Downtown","M",33.7654,-84.39268
"9622",82480,82479,"AUTO THEFT",163650987,"12/30/2016","727 ELKMONT DR NE",601,"Virginia Highland","F",33.78552,-84.36371
"9623",43856,43855,"LARCENY-FROM VEHICLE",153171525,"11/13/2015","301 MEMORIAL DR SE",605,"Grant Park","W",33.7465,-84.37767
"9624",97080,97079,"LARCENY-FROM VEHICLE",120441069,"02/13/2012","1181 LEE ST SW",402,"Oakland City","S",33.72297,-84.42269
"9625",145506,145505,"BURGLARY-NONRES",151020750,"04/12/2015","2442 ARNO DR NW",110,"Carver Hills","G",33.79901,-84.46814
"9626",111169,111168,"AUTO THEFT",100831043,"03/24/2010","2325 MARIETTA BLVD NW",201,"","C",33.82065,-84.45274
"9627",164169,164168,"LARCENY-NON VEHICLE",141491127,"05/29/2014","966 W PACES FERRY RD NW @PACE ACADEMY",202,"West Paces Ferry/Northside","A",33.84874,-84.41628
"9628",84896,84895,"LARCENY-NON VEHICLE",93650791,"12/31/2009","1210 CAROLINE ST NE",609,"Edgewood","O",33.75938,-84.34863
"9629",86247,86246,"ROBBERY-RESIDENCE",93512324,"12/17/2009","228 RACINE ST SW",104,"Mozley Park","K",33.74897,-84.4411
"9630",169961,169960,"AUTO THEFT",161431352,"05/22/2016","1752 PRYOR RD SW",307,"Betmar LaVilla","Y",33.70731,-84.39674
"9631",54158,54157,"LARCENY-NON VEHICLE",140131497,"01/13/2014","892 GARRAUX ST NW",207,"Berkeley Park","D",33.79752,-84.41705
"9632",229357,229356,"AUTO THEFT",112201298,"08/08/2011","502 PRYOR ST SW",303,"Mechanicsville","V",33.74114,-84.39442
"9633",26642,26641,"AUTO THEFT",110221682,"01/22/2011","294 BROWN LEE RD",406,"Adamsville","H",33.75392,-84.49736
"9634",136009,136008,"LARCENY-FROM VEHICLE",110952429,"04/05/2011","300 MARTIN L KING JR DR SE",605,"Oakland","W",33.74749,-84.37762
"9635",157441,157440,"LARCENY-NON VEHICLE",111262608,"05/06/2011","898 OAK ST SW",401,"West End","T",33.74057,-84.41738
"9636",224126,224125,"AUTO THEFT",102381481,"08/26/2010","962 MURPHY AVE SW",301,"Adair Park","V",33.72846,-84.4156
"9637",74508,74507,"LARCENY-NON VEHICLE",133631914,"12/29/2013","2615 DONALD LEE HOLLOWELL PKWY NW",109,"Center Hill","J",33.7762,-84.47236
"9638",3128,3127,"AUTO THEFT",102750114,"10/02/2010","1380 ATLANTIC DR NW",501,"Atlantic Station","E",33.79282,-84.39779
"9639",156913,156912,"LARCENY-NON VEHICLE",111310839,"05/11/2011","660 MCWILLIAMS RD SE ",310,"Lakewood","Z",33.68951,-84.36635
"9640",21434,21433,"BURGLARY-RESIDENCE",92900937,"10/17/2009","1874 MARKONE ST NW",107,"Grove Park","J",33.76961,-84.44829
"9641",123647,123646,"LARCENY-FROM VEHICLE",150811672,"03/22/2015","1794 WALTHALL DR",205,"Collier Hills North","C",33.80862,-84.39943
"9642",45078,45077,"LARCENY-FROM VEHICLE",163332326,"11/28/2016","20 PINE CANYON DR SW;",411,"Greenbriar","R",33.67567,-84.48684
"9643",183904,183903,"LARCENY-FROM VEHICLE",121571136,"06/05/2012","372 OAKDALE RD NE",608,"Candler Park","N",33.76444,-84.342
"9644",45051,45050,"BURGLARY-RESIDENCE",163200851,"11/29/2016","82 ATLANTA AVE SE",304,"Peoplestown","V",33.73073,-84.38522
"9645",43490,43489,"LARCENY-FROM VEHICLE",153220159,"11/18/2015","410 14TH ST NW",501,"Home Park","E",33.78593,-84.40086
"9646",243862,243861,"LARCENY-NON VEHICLE",162190374,"08/06/2016","477 PEACHTREE ST NE",509,"Downtown","M",33.76764,-84.38524
"9647",175631,175630,"LARCENY-FROM VEHICLE",101760867,"06/25/2010","551 OAKLAND AVE SE",605,"Grant Park","W",33.73953,-84.37495
"9648",49499,49498,"BURGLARY-NONRES",120040070,"01/04/2012","2745 OLD HAPEVILLE RD SW",311,"Glenrose Heights","Z",33.67988,-84.39366
"9649",138454,138453,"BURGLARY-RESIDENCE",120980988,"04/07/2012","141 CANDLER RD SE",611,"East Lake","O",33.74864,-84.2926
"9650",55210,55209,"AGG ASSAULT",150311857,"01/31/2015","651 MOROSGO DR NE",211,"Lindbergh/Morosgo","B",33.82344,-84.36643
"9651",47376,47375,"AUTO THEFT",120281382,"01/28/2012","294 HAMILTON E HOLMES DR NW",112,"Collier Heights","I",33.7631,-84.47009
"9652",82882,82881,"LARCENY-FROM VEHICLE",163591511,"12/24/2016","3393 PEACHTREE RD NE",210,"Lenox","B",33.84676,-84.36212
"9653",162906,162905,"LARCENY-FROM VEHICLE",131312787,"05/12/2013","640 NORTH AVE NW",103,"English Avenue","L",33.76991,-84.40828
"9654",217675,217674,"AUTO THEFT",162101291,"07/28/2016","186 NORTHSIDE DR SW",507,"Castleberry Hill","M",33.74968,-84.40386
"9655",35792,35791,"LARCENY-NON VEHICLE",123221100,"11/17/2012","884 MURPHY AVE SW",301,"Adair Park","V",33.73071,-84.41389
"9656",57882,57881,"LARCENY-FROM VEHICLE",160290957,"01/29/2016","1574 BRAEBURN DR SE",612,"East Atlanta","W",33.73532,-84.33631
"9657",191181,191180,"LARCENY-NON VEHICLE",151702503,"06/19/2015","231 18TH ST NW",501,"Atlantic Station","E",33.79275,-84.39544
